GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,GADE,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Reference,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3,Label
0,0,0,0,0,0,0,1,3,3,3,2,1,6,1,0.045454545454545456,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0222222222222222,1,1,2,1,0.0,0.23333333333333336,0.044117647058823525,102,4
0,0,0,0,2,1,0,1,2,5,5,6,1,6,1,0.22727272727272727,1,2,11,0.1,4.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,2.0,1,0.0888888888888889,0,0,2,2,0.14285714285714285,0.4666666666666667,0.4117647058823529,102,4
0,1,2,0,0,1,0,2,4,4,4,4,3,6,1,0.5454545454545454,1,2,43,0.15,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1,0.0,1,1,2,1,0.19047619047619047,0.4666666666666667,0.1323529411764706,102,0
0,0,1,0,0,0,0,1,4,6,6,2,2,6,1,0.18181818181818182,1,2,11,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1,0.04444444444444445,0,1,2,1,0.047619047619047616,0.5,0.3235294117647059,4,4
1,0,1,1,0,2,0,2,4,4,5,3,2,6,1,0.22727272727272727,1,2,35,0.05,2.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,4.0,1,0.0,1,1,2,2,0.23809523809523808,0.43333333333333335,0.39705882352941174,33,0
0,1,1,1,0,0,0,2,5,5,6,4,4,6,1,0.12727272727272726,1,1,11,0.05,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0888888888888889,1,1,2,2,0.14285714285714285,0.6333333333333334,0.07352941176470588,73,1
2,0,2,0,0,2,0,2,2,5,5,2,1,6,1,0.09090909090909091,1,4,39,0.2,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1,0.1333333333333333,0,1,2,2,0.2857142857142857,0.33333333333333337,0.14705882352941177,5,4
0,0,0,0,0,0,0,2,6,6,6,6,2,6,1,0.09090909090909091,1,4,43,0.05,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0.1777777777777778,0,2,2,3,0.0,0.7000000000000001,0.10294117647058823,35,1
3,3,3,3,3,3,3,1,3,3,3,3,4,6,1,0.18181818181818182,1,2,39,0.2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1,0.3111111111111111,0,2,2,3,1.0,0.3666666666666667,0.25,23,3
0,0,0,0,0,1,0,2,2,2,3,2,1,6,1,0.09090909090909091,1,2,35,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,2,3,2,3,0.047619047619047616,0.16666666666666666,0.029411764705882353,15,4
1,0,1,1,1,1,1,2,3,1,1,2,2,6,1,0.36363636363636365,1,4,21,0.3,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.1333333333333333,0,1,2,4,0.2857142857142857,0.13333333333333333,0.3088235294117647,102,0
1,0,1,0,0,1,0,1,5,6,7,5,6,10,1,0.10909090909090909,1,2,39,0.35000000000000003,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1,0.06666666666666665,1,1,2,2,0.14285714285714285,0.8,0.3382352941176471,102,2
2,3,2,0,0,1,0,1,6,6,6,3,3,6,1,0.36363636363636365,1,2,39,0.15,3.0,0.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,1.0,1,0.0,1,1,2,3,0.38095238095238093,0.6333333333333334,0.6029411764705882,2,2
0,1,2,0,1,1,1,2,4,3,3,5,3,6,1,0.16363636363636364,1,1,48,0.1,2.0,1.0,2.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0.11111111111111116,0,0,2,2,0.2857142857142857,0.43333333333333335,0.29411764705882354,47,4
0,0,0,0,0,1,0,1,2,3,5,2,2,6,1,0.18181818181818182,1,2,43,0.2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.04444444444444445,2,1,2,1,0.047619047619047616,0.30000000000000004,0.1323529411764706,82,4
0,0,0,1,0,1,0,1,6,6,6,6,5,6,1,0.1909090909090909,1,1,39,0.06,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,2,1,2,2,0.09523809523809523,0.8,0.10294117647058823,73,1
1,2,2,1,1,0,1,2,3,2,4,4,2,6,1,0.09090909090909091,1,3,48,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1,0.0222222222222222,0,1,2,3,0.38095238095238093,0.33333333333333337,0.10294117647058823,102,4
3,2,3,2,1,3,2,2,1,2,2,1,1,0,1,0.09090909090909091,1,1,43,0.0,0.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1,0.0,2,3,2,2,0.7619047619047619,0.06666666666666668,0.5,23,3
1,0,1,1,1,1,0,1,4,5,3,5,2,6,1,0.20909090909090908,2,1,11,0.1,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,1,3,1,2,0.23809523809523808,0.4666666666666667,0.20588235294117646,102,4
0,0,0,0,0,1,0,1,6,6,6,6,6,6,1,0.2545454545454545,1,2,39,0.2,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1,0.0888888888888889,1,1,2,3,0.047619047619047616,0.8333333333333334,0.23529411764705882,23,1
2,1,1,1,0,1,1,2,2,6,7,1,2,6,1,0.07272727272727272,1,1,48,0.14,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1,0.1333333333333333,0,0,2,2,0.3333333333333333,0.43333333333333335,0.20588235294117646,102,4
0,0,1,0,0,0,0,1,2,4,5,2,3,6,1,0.3181818181818182,1,2,39,0.2,1.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1,0.06666666666666665,1,1,2,1,0.047619047619047616,0.3666666666666667,0.22058823529411764,23,0
0,0,1,0,0,0,0,1,3,6,6,5,5,6,1,0.13636363636363635,2,1,35,0.1,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0222222222222222,2,1,2,2,0.047619047619047616,0.6666666666666667,0.16176470588235295,93,1
1,1,1,1,2,3,2,2,5,5,5,4,2,6,1,0.2727272727272727,1,2,11,0.16,1.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1,0.0,1,1,2,1,0.5238095238095237,0.5333333333333333,0.7794117647058824,35,3
0,3,3,2,1,2,0,2,2,2,3,1,1,6,1,0.40909090909090906,1,4,35,0.1,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,4.0,1.0,0.0,3.0,1,0.11111111111111116,0,1,2,3,0.5238095238095237,0.13333333333333333,0.3529411764705882,80,3
0,0,0,0,0,0,0,1,4,6,5,4,3,6,1,0.07272727272727272,1,1,11,0.12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.06666666666666665,1,1,2,2,0.0,0.5666666666666667,0.044117647058823525,102,1
1,0,0,0,0,1,0,2,6,7,6,7,5,6,1,0.15454545454545454,1,4,43,0.04,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,1,0.0222222222222222,1,1,2,2,0.09523809523809523,0.8666666666666666,0.38235294117647056,15,1
0,0,0,0,0,0,0,1,4,5,3,3,5,6,1,0.2727272727272727,1,2,11,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,2,1,2,3,0.0,0.5,0.029411764705882353,102,4
2,1,2,0,0,1,1,2,5,4,5,5,3,6,1,0.09090909090909091,1,2,11,0.05,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0.04444444444444445,1,1,2,3,0.3333333333333333,0.5666666666666667,0.14705882352941177,102,4
0,0,1,1,0,0,0,1,6,6,6,6,6,6,1,0.14545454545454545,1,1,11,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1,0.0,1,1,2,2,0.09523809523809523,0.8333333333333334,0.08823529411764705,23,1
1,0,1,1,0,0,0,1,5,4,6,5,3,6,1,0.18181818181818182,1,1,43,0.02,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1,0.0,1,1,2,2,0.14285714285714285,0.6,0.4117647058823529,23,4
0,0,0,0,0,0,0,1,5,5,5,5,1,6,1,0.09090909090909091,1,2,2,0.1,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1,0.04444444444444445,1,1,2,1,0.0,0.5333333333333333,0.6029411764705882,102,4
0,0,0,0,0,1,0,1,6,5,6,6,3,6,1,0.09090909090909091,1,3,43,0.05,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1,0.04444444444444445,0,1,2,3,0.047619047619047616,0.7000000000000001,0.23529411764705882,35,1
0,3,3,0,0,0,3,3,2,7,6,3,1,6,1,0.14545454545454545,1,2,39,0.2,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.0888888888888889,1,1,2,2,0.42857142857142855,0.4666666666666667,0.11764705882352941,102,2
1,1,1,1,1,1,1,2,2,2,2,1,1,6,1,0.18181818181818182,1,2,35,0.15,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0.0,2,1,2,1,0.3333333333333333,0.1,0.5,102,0
0,0,0,0,1,0,0,1,4,4,4,4,2,6,1,0.14545454545454545,1,4,43,0.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.0,2,1,2,1,0.047619047619047616,0.43333333333333335,0.20588235294117646,35,4
2,2,2,2,0,2,2,0,2,2,2,2,4,6,1,0.13636363636363635,1,2,11,0.5,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1,0.06666666666666665,0,0,2,3,0.5714285714285714,0.23333333333333336,0.1764705882352941,102,3
1,0,0,1,2,0,2,1,3,5,4,3,2,6,1,0.09999999999999999,1,1,11,0.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.0,2,1,2,3,0.2857142857142857,0.4,0.08823529411764705,102,4
0,0,0,0,0,0,0,2,6,7,6,4,5,6,1,0.06363636363636363,1,1,48,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.06666666666666665,0,0,2,2,0.0,0.7666666666666667,0.19117647058823528,102,1
1,1,1,1,0,1,0,1,6,6,6,5,7,6,1,0.14545454545454545,1,1,43,0.16,0.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1,0.11111111111111116,1,2,2,2,0.23809523809523808,0.8333333333333334,0.20588235294117646,33,1
0,3,3,0,1,0,0,1,2,2,4,5,2,6,1,0.36363636363636365,1,1,39,0.04,2.0,0.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,1,0.0888888888888889,1,1,2,3,0.3333333333333333,0.33333333333333337,0.6176470588235294,80,0
3,3,3,1,3,3,3,0,2,3,1,2,2,6,1,0.1909090909090909,1,2,39,0.07,1.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,1,0.04444444444444445,1,1,2,2,0.9047619047619047,0.16666666666666666,0.6617647058823529,102,3
1,0,0,0,0,0,0,1,2,5,1,2,2,6,1,0.2727272727272727,1,3,11,0.2,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.1333333333333333,3,2,2,1,0.047619047619047616,0.23333333333333336,0.19117647058823528,91,0
0,0,0,0,0,0,0,1,6,6,7,5,5,6,1,0.09090909090909091,1,1,11,0.05,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.04444444444444445,2,1,2,2,0.0,0.8,0.058823529411764705,102,1
2,2,2,1,0,3,1,1,4,4,5,7,6,6,1,0.2727272727272727,2,1,7,0.03,0.0,2.0,2.0,0.0,1.0,2.0,3.0,2.0,4.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0,0.0,1,1,2,1,0.5238095238095237,0.7000000000000001,0.38235294117647056,102,2
0,0,1,1,0,3,0,1,6,6,5,5,2,6,1,0.36363636363636365,1,2,43,0.1,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,1,0.0,1,3,2,3,0.23809523809523808,0.6333333333333334,0.14705882352941177,102,4
1,0,1,0,0,1,1,1,3,6,3,1,1,6,1,0.22727272727272727,1,2,43,0.04,1.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1,0.0888888888888889,1,1,2,3,0.19047619047619047,0.30000000000000004,0.6764705882352942,3,0
0,0,0,0,1,0,0,1,4,3,6,5,6,6,1,0.2727272727272727,1,1,43,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1,0.04444444444444445,1,1,2,2,0.047619047619047616,0.6333333333333334,0.1323529411764706,35,4
2,2,1,2,1,1,1,2,2,2,2,3,3,7,1,0.05454545454545454,1,1,48,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,1,0.11111111111111116,1,0,2,2,0.47619047619047616,0.23333333333333336,0.25,102,0
1,1,0,0,0,0,0,2,4,5,6,5,4,6,1,0.18181818181818182,1,2,48,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0.0,2,3,2,2,0.09523809523809523,0.6333333333333334,0.22058823529411764,102,1
0,0,0,1,0,1,0,1,2,4,3,2,4,6,1,0.09090909090909091,1,1,48,0.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,0.0,3.0,4.0,1.0,4.0,2.0,1,0.0,2,1,2,2,0.09523809523809523,0.33333333333333337,0.6323529411764706,73,4
0,0,0,0,0,1,0,1,1,3,2,1,5,6,1,0.5909090909090908,1,2,35,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.06666666666666665,2,1,2,2,0.047619047619047616,0.23333333333333336,0.11764705882352941,24,0
1,0,0,0,0,2,0,2,2,7,5,2,7,6,1,0.15454545454545454,2,2,38,0.05,1.0,0.0,1.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,2.0,4.0,1,0.0,1,0,2,2,0.14285714285714285,0.6,0.38235294117647056,33,4
1,0,1,0,0,1,0,1,4,4,4,4,2,6,1,0.22727272727272727,1,2,11,0.1,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0.0,2,3,2,2,0.14285714285714285,0.43333333333333335,0.23529411764705882,23,4
0,0,0,0,0,1,0,1,3,6,6,7,5,6,1,0.1909090909090909,1,1,11,0.16,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,1,0.06666666666666665,1,1,2,2,0.047619047619047616,0.7333333333333334,0.1764705882352941,23,1
0,1,1,0,0,0,1,1,6,6,7,6,5,6,1,0.18181818181818182,1,2,43,0.04,1.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1,0.19999999999999996,0,0,2,3,0.14285714285714285,0.8333333333333334,0.29411764705882354,13,1
1,0,1,1,0,0,0,2,3,6,5,5,3,0,1,0.10909090909090909,1,4,43,0.06,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1,0.1333333333333333,1,0,2,1,0.14285714285714285,0.5666666666666667,0.1764705882352941,102,4
2,2,2,2,1,1,2,2,2,2,2,3,2,6,1,0.13636363636363635,1,1,48,0.05,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0.0222222222222222,1,1,2,1,0.5714285714285714,0.19999999999999998,0.1764705882352941,102,0
1,1,1,1,0,3,1,1,2,1,2,4,1,6,1,0.2727272727272727,1,4,43,0.1,3.0,4.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1,0.0,2,1,2,3,0.38095238095238093,0.16666666666666666,0.7941176470588235,1,3
1,1,0,0,0,1,0,1,7,7,7,3,2,6,1,0.36363636363636365,1,2,43,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.0,2,1,2,3,0.14285714285714285,0.7000000000000001,0.029411764705882353,35,4
2,1,1,1,0,3,0,2,5,7,7,6,6,6,1,0.10909090909090909,1,4,11,0.1,1.0,3.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,3.0,4.0,0.0,2.0,4.0,1,0.0222222222222222,1,1,2,3,0.38095238095238093,0.8666666666666666,0.5,82,2
3,3,3,2,0,0,3,0,3,1,4,3,1,6,1,0.32727272727272727,1,1,2,0.24,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1,0.0,2,1,2,1,0.6666666666666666,0.23333333333333336,0.6617647058823529,102,3
1,1,1,2,0,1,1,2,5,6,6,5,6,6,1,0.18181818181818182,1,1,36,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1,0.04444444444444445,1,1,2,2,0.3333333333333333,0.7666666666666667,0.10294117647058823,23,1
1,1,1,0,0,3,0,1,6,6,6,6,6,6,1,0.19999999999999998,1,3,39,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1,0.04444444444444445,1,1,2,1,0.2857142857142857,0.8333333333333334,0.27941176470588236,102,1
1,1,1,1,1,1,1,2,4,4,5,5,4,6,1,0.18181818181818182,1,4,39,0.3,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1,0.11111111111111116,0,0,2,3,0.3333333333333333,0.5666666666666667,0.23529411764705882,102,2
0,0,0,0,0,0,0,1,2,6,6,2,3,6,1,0.1909090909090909,1,2,36,0.03,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.06666666666666665,1,0,2,2,0.0,0.4666666666666667,0.058823529411764705,23,4
1,1,1,1,0,0,0,2,5,5,6,7,5,6,1,0.2545454545454545,1,1,7,0.14,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1,0.11111111111111116,1,1,2,3,0.19047619047619047,0.7666666666666667,0.1323529411764706,98,1
0,0,0,0,1,3,0,1,4,7,6,7,2,6,1,0.32727272727272727,1,2,39,0.03,1.0,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1,0.0,2,3,2,3,0.19047619047619047,0.7000000000000001,0.8529411764705882,96,2
1,1,1,0,0,0,0,1,3,5,4,2,2,6,1,0.14545454545454545,1,1,48,0.1,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0.19999999999999996,0,0,2,2,0.14285714285714285,0.3666666666666667,0.20588235294117646,73,4
2,1,1,2,1,1,1,2,5,5,6,6,5,3,1,0.36363636363636365,1,1,11,0.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,1,0.0222222222222222,2,3,2,3,0.42857142857142855,0.7333333333333334,0.8088235294117647,44,2
0,0,1,0,0,1,0,1,2,4,3,2,3,6,1,0.18181818181818182,1,1,11,0.4,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.1333333333333333,1,1,2,2,0.09523809523809523,0.30000000000000004,0.10294117647058823,74,4
0,1,2,1,3,0,2,2,6,6,7,6,6,6,1,0.13636363636363635,1,3,39,0.03,1.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1,0.0,2,1,2,2,0.42857142857142855,0.8666666666666666,0.4264705882352941,23,2
3,3,3,3,0,3,0,1,7,7,7,7,7,6,1,0.45454545454545453,1,2,7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.06666666666666665,1,0,2,3,0.7142857142857142,1.0,0.058823529411764705,33,2
0,0,1,1,0,1,0,1,2,3,2,3,2,6,1,0.22727272727272727,1,4,2,0.05,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1,0.0,1,1,2,2,0.14285714285714285,0.23333333333333336,0.2647058823529412,15,0
1,0,1,0,1,0,0,1,4,6,5,5,3,6,1,0.12727272727272726,1,1,48,0.35000000000000003,1.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0,0.11111111111111116,0,0,2,2,0.14285714285714285,0.6,0.20588235294117646,42,2
2,2,3,2,3,2,3,2,2,1,1,1,1,6,1,0.6363636363636364,1,4,43,0.1,0.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,2.0,1.0,1,0.0,3,1,2,3,0.8095238095238095,0.033333333333333354,0.7058823529411764,102,3
1,3,3,0,0,0,1,2,3,3,3,2,7,6,1,0.16363636363636364,1,1,2,0.08,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.24444444444444446,3,0,1,2,0.38095238095238093,0.43333333333333335,0.029411764705882353,102,4
3,3,3,3,1,3,3,3,2,5,5,3,1,6,1,0.2727272727272727,1,4,39,0.1,1.0,0.0,1.0,2.0,0.0,3.0,4.0,1.0,3.0,1.0,4.0,0.0,0.0,3.0,4.0,0.0,2.0,1.0,1,0.04444444444444445,0,1,2,1,0.9047619047619047,0.3666666666666667,0.4264705882352941,93,3
3,3,3,2,1,3,2,2,4,3,3,2,1,6,1,0.2727272727272727,1,4,7,0.2,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1,0.0222222222222222,1,1,2,2,0.8095238095238095,0.2666666666666667,0.27941176470588236,35,3
3,2,2,3,1,2,3,2,4,3,3,3,2,6,1,0.18181818181818182,1,1,48,0.01,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1,0.06666666666666665,1,1,2,1,0.7619047619047619,0.33333333333333337,0.6617647058823529,5,3
1,1,1,1,0,1,0,2,6,5,5,2,1,9,1,0.18181818181818182,1,4,11,0.1,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,1,0.1777777777777778,0,0,2,3,0.23809523809523808,0.4666666666666667,0.16176470588235295,73,4
